Device-ID/User-ID,Timestamp,Movement Activity,Fall Detected (Yes/No),Impact Force Level,Post-Fall Inactivity Duration (Seconds),Location,Alert Triggered (Yes/No),Caregiver Notified (Yes/No),
D2750,1/12/2025 19:27,No Movement,Yes,High,592,Living Room,Yes,Yes,
D2751,1/29/2025 20:26,Walking,No,-,0,Bathroom,No,No,
D2752,1/3/2025 20:11,Sitting,No,-,0,Living Room,No,No,
D2753,1/7/2025 23:32,Lying,No,-,0,Bathroom,No,No,
D2754,1/21/2025 23:36,Sitting,No,-,0,Bedroom,No,No,
D2755,1/13/2025 13:16,Sitting,No,-,0,Bedroom,No,No,
D2756,1/16/2025 8:34,Lying,No,-,0,Kitchen,No,No,
D2757,1/9/2025 5:04,No Movement,No,-,0,Living Room,No,No,
D2758,1/25/2025 11:56,Walking,No,-,0,Bathroom,No,No,
D2759,1/26/2025 3:42,No Movement,No,-,0,Bathroom,No,No,
D2760,1/20/2025 9:30,No Movement,No,-,0,Kitchen,No,No,
D2761,1/28/2025 4:52,No Movement,Yes,Low,58,Kitchen,No,No,
D2762,1/17/2025 12:01,No Movement,Yes,Medium,211,Bathroom,Yes,Yes,
D2763,1/1/2025 0:29,Sitting,No,-,0,Bathroom,No,No,
D2764,1/30/2025 22:16,Walking,No,-,0,Living Room,No,No,
D2765,1/5/2025 5:36,Lying,No,-,0,Bathroom,No,No,
D2766,1/18/2025 18:27,Walking,No,-,0,Living Room,No,No,
D2767,1/26/2025 14:04,Walking,No,-,0,Bathroom,No,No,
D2768,1/20/2025 4:24,Sitting,No,-,0,Living Room,No,No,
D2769,1/7/2025 8:18,Lying,No,-,0,Bedroom,No,No,
D2770,1/22/2025 4:07,No Movement,No,-,0,Bedroom,No,No,
D2771,1/14/2025 17:45,Walking,No,-,0,Bathroom,No,No,
D2772,1/21/2025 16:34,Lying,No,-,0,Bedroom,No,No,
D2773,1/29/2025 1:10,Lying,No,-,0,Bedroom,No,No,
D2774,1/26/2025 7:45,No Movement,Yes,High,75,Bathroom,Yes,Yes,
D2775,1/4/2025 13:09,Sitting,No,-,0,Bathroom,No,No,
D2776,1/14/2025 23:17,Walking,No,-,0,Bathroom,No,No,
D2777,1/30/2025 20:03,Walking,No,-,0,Living Room,No,No,
D2778,1/2/2025 20:33,Lying,No,-,0,Bathroom,No,No,
D2779,1/24/2025 3:47,Walking,No,-,0,Bedroom,No,No,
D2780,1/23/2025 5:36,Walking,No,-,0,Kitchen,No,No,
D2781,1/19/2025 10:20,Walking,No,-,0,Bathroom,No,No,
D2782,1/3/2025 14:05,Walking,No,-,0,Bedroom,No,No,
D2783,1/2/2025 20:49,Walking,No,-,0,Kitchen,No,No,
D2784,1/30/2025 6:09,Lying,No,-,0,Living Room,No,No,
D2785,1/25/2025 17:42,Lying,No,-,0,Bathroom,No,No,
D2786,1/11/2025 3:38,Lying,No,-,0,Kitchen,No,No,
D2787,1/2/2025 4:49,No Movement,No,-,0,Living Room,No,No,
D2788,1/9/2025 16:42,No Movement,No,-,0,Bedroom,No,No,
D2789,1/25/2025 0:16,Walking,No,-,0,Bedroom,No,No,
D2790,1/20/2025 19:03,Walking,No,-,0,Kitchen,No,No,
D2791,1/16/2025 17:26,Lying,No,-,0,Bathroom,No,No,
D2792,1/7/2025 17:53,Walking,No,-,0,Kitchen,No,No,
D2793,1/12/2025 15:17,Sitting,No,-,0,Living Room,No,No,
D2794,1/19/2025 3:50,Walking,No,-,0,Bedroom,No,No,
D2795,1/24/2025 15:57,Lying,No,-,0,Kitchen,No,No,
D2796,1/24/2025 5:30,Sitting,No,-,0,Kitchen,No,No,
D2797,1/18/2025 11:23,Lying,No,-,0,Living Room,No,No,
D2798,1/27/2025 14:53,No Movement,Yes,Medium,461,Bathroom,Yes,Yes,
D2799,1/23/2025 11:54,Sitting,No,-,0,Bedroom,No,No,
D2800,1/20/2025 9:11,Sitting,No,-,0,Living Room,No,No,
D2801,1/26/2025 5:16,Walking,No,-,0,Living Room,No,No,
D2802,1/7/2025 18:13,Walking,No,-,0,Bathroom,No,No,
D2803,1/21/2025 20:09,Walking,No,-,0,Living Room,No,No,
D2804,1/5/2025 13:27,No Movement,Yes,High,309,Kitchen,Yes,Yes,
D2805,1/24/2025 9:10,No Movement,Yes,Low,227,Kitchen,No,No,
D2806,1/15/2025 19:53,Sitting,No,-,0,Bedroom,No,No,
D2807,1/8/2025 5:19,Walking,No,-,0,Kitchen,No,No,
D2808,1/24/2025 2:43,Sitting,No,-,0,Bathroom,No,No,
D2809,1/4/2025 16:21,No Movement,No,-,0,Bathroom,No,No,
D2810,1/8/2025 3:34,Lying,No,-,0,Bathroom,No,No,
D2811,1/17/2025 16:09,Sitting,No,-,0,Kitchen,No,No,
D2812,1/16/2025 21:38,No Movement,No,-,0,Kitchen,No,No,
D2813,1/1/2025 14:39,Walking,No,-,0,Kitchen,No,No,
D2814,1/19/2025 21:23,Lying,No,-,0,Bedroom,No,No,
D2815,1/3/2025 8:37,Sitting,No,-,0,Bedroom,No,No,
D2816,1/2/2025 16:12,Lying,No,-,0,Living Room,No,No,
D2817,1/27/2025 3:12,Sitting,No,-,0,Bathroom,No,No,
D2818,1/18/2025 17:48,Lying,No,-,0,Bathroom,No,No,
D2819,1/1/2025 6:18,Sitting,No,-,0,Kitchen,No,No,
D2820,1/23/2025 12:28,Walking,No,-,0,Bathroom,No,No,
D2821,1/19/2025 6:28,Sitting,No,-,0,Living Room,No,No,
D2822,1/28/2025 13:23,No Movement,No,-,0,Kitchen,No,No,
D2823,1/12/2025 0:15,Walking,No,-,0,Bathroom,No,No,
D2824,1/3/2025 13:15,No Movement,No,-,0,Bedroom,No,No,
D2825,1/29/2025 11:57,No Movement,Yes,High,210,Kitchen,Yes,Yes,
D2826,1/25/2025 20:11,Lying,No,-,0,Bathroom,No,No,
D2827,1/5/2025 8:26,Walking,No,-,0,Bedroom,No,No,
D2828,1/18/2025 21:33,No Movement,No,-,0,Bedroom,No,No,
D2829,1/24/2025 12:54,No Movement,No,-,0,Bathroom,No,No,
D2830,1/3/2025 18:55,Walking,No,-,0,Bedroom,No,No,
D2831,1/29/2025 13:53,Walking,No,-,0,Bathroom,No,No,
D2832,1/20/2025 21:48,Walking,No,-,0,Bedroom,No,No,
D2833,1/11/2025 15:48,Lying,No,-,0,Bedroom,No,No,
D2834,1/25/2025 16:22,No Movement,No,-,0,Living Room,No,No,
D2835,1/17/2025 1:51,Lying,No,-,0,Living Room,No,No,
D2836,1/23/2025 19:59,Lying,No,-,0,Bedroom,No,No,
D2837,1/1/2025 11:24,Lying,No,-,0,Kitchen,No,No,
D2838,1/15/2025 15:01,Sitting,No,-,0,Kitchen,No,No,
D2839,1/6/2025 17:29,Lying,No,-,0,Bedroom,No,No,
D2840,1/4/2025 19:29,No Movement,No,-,0,Living Room,No,No,
D2841,1/25/2025 1:02,Lying,No,-,0,Living Room,No,No,
D2842,1/29/2025 3:22,Walking,No,-,0,Bathroom,No,No,
D2843,1/11/2025 3:39,No Movement,No,-,0,Bathroom,No,No,
D2844,1/30/2025 17:54,Lying,No,-,0,Bedroom,No,No,
D2845,1/26/2025 12:59,Sitting,No,-,0,Living Room,No,No,
D2846,1/28/2025 22:29,Lying,No,-,0,Kitchen,No,No,
D2847,1/27/2025 7:38,No Movement,No,-,0,Bedroom,No,No,
D2848,1/20/2025 23:27,Walking,No,-,0,Bathroom,No,No,
D2849,1/5/2025 9:25,Walking,No,-,0,Kitchen,No,No,
D2850,1/3/2025 2:56,No Movement,No,-,0,Kitchen,No,No,
D2851,1/28/2025 14:07,Sitting,No,-,0,Bedroom,No,No,
D2852,1/7/2025 9:18,Walking,No,-,0,Bathroom,No,No,
D2853,1/1/2025 11:59,Lying,No,-,0,Bathroom,No,No,
D2854,1/12/2025 3:20,Sitting,No,-,0,Bathroom,No,No,
D2855,1/26/2025 12:50,Lying,No,-,0,Kitchen,No,No,
D2856,1/29/2025 2:20,Walking,No,-,0,Kitchen,No,No,
D2857,1/2/2025 2:28,Lying,No,-,0,Kitchen,No,No,
D2858,1/28/2025 11:47,No Movement,No,-,0,Bedroom,No,No,
D2859,1/30/2025 17:51,Sitting,No,-,0,Bathroom,No,No,
D2860,1/13/2025 4:51,Sitting,No,-,0,Bathroom,No,No,
D2861,1/1/2025 11:46,No Movement,No,-,0,Bathroom,No,No,
D2862,1/22/2025 14:14,Sitting,No,-,0,Bathroom,No,No,
D2863,1/15/2025 22:53,Walking,No,-,0,Bedroom,No,No,
D2864,1/17/2025 7:12,No Movement,No,-,0,Living Room,No,No,
D2865,1/14/2025 18:05,No Movement,No,-,0,Kitchen,No,No,
D2866,1/16/2025 2:43,Walking,No,-,0,Bedroom,No,No,
D2867,1/7/2025 22:03,Lying,No,-,0,Bedroom,No,No,
D2868,1/24/2025 9:24,Walking,No,-,0,Bathroom,No,No,
D2869,1/15/2025 3:15,Sitting,No,-,0,Bathroom,No,No,
D2870,1/20/2025 12:48,Lying,No,-,0,Kitchen,No,No,
D2871,1/19/2025 9:24,Sitting,No,-,0,Bathroom,No,No,
D2872,1/27/2025 6:08,Sitting,No,-,0,Bedroom,No,No,
D2873,1/21/2025 0:05,No Movement,No,-,0,Bedroom,No,No,
D2874,1/24/2025 10:10,Lying,No,-,0,Bedroom,No,No,
D2875,1/30/2025 3:07,Lying,No,-,0,Bathroom,No,No,
D2876,1/26/2025 21:45,Lying,No,-,0,Bathroom,No,No,
D2877,1/19/2025 20:40,No Movement,No,-,0,Kitchen,No,No,
D2878,1/29/2025 6:29,Lying,No,-,0,Living Room,No,No,
D2879,1/5/2025 11:21,Sitting,No,-,0,Kitchen,No,No,
D2880,1/17/2025 22:54,Walking,No,-,0,Bathroom,No,No,
D2881,1/10/2025 8:46,Sitting,No,-,0,Living Room,No,No,
D2882,1/27/2025 7:51,Walking,No,-,0,Bedroom,No,No,
D2883,1/24/2025 16:00,Walking,No,-,0,Bedroom,No,No,
D2884,1/17/2025 13:26,Walking,No,-,0,Living Room,No,No,
D2885,1/12/2025 14:38,Walking,No,-,0,Kitchen,No,No,
D2886,1/23/2025 5:23,Walking,No,-,0,Bathroom,No,No,
D2887,1/13/2025 17:05,Sitting,No,-,0,Bathroom,No,No,
D2888,1/8/2025 19:33,No Movement,No,-,0,Living Room,No,No,
D2889,1/22/2025 7:14,Walking,No,-,0,Bedroom,No,No,
D2890,1/26/2025 23:19,Sitting,No,-,0,Living Room,No,No,
D2891,1/7/2025 5:56,Walking,No,-,0,Bathroom,No,No,
D2892,1/22/2025 6:15,Sitting,No,-,0,Living Room,No,No,
D2893,1/22/2025 14:14,Lying,No,-,0,Kitchen,No,No,
D2894,1/7/2025 8:50,Lying,No,-,0,Bedroom,No,No,
D2895,1/2/2025 18:46,No Movement,No,-,0,Bedroom,No,No,
D2896,1/7/2025 9:22,Walking,No,-,0,Bathroom,No,No,
D2897,1/19/2025 23:10,Lying,No,-,0,Living Room,No,No,
D2898,1/4/2025 9:55,Lying,No,-,0,Living Room,No,No,
D2899,1/29/2025 4:32,Lying,No,-,0,Bathroom,No,No,
D2900,1/8/2025 20:52,Lying,No,-,0,Bathroom,No,No,
D2901,1/30/2025 9:05,Sitting,No,-,0,Bedroom,No,No,
D2902,1/14/2025 1:12,No Movement,Yes,High,393,Bedroom,Yes,Yes,
D2903,1/26/2025 14:34,Walking,No,-,0,Kitchen,No,No,
D2904,1/15/2025 14:48,Lying,No,-,0,Kitchen,No,No,
D2905,1/15/2025 0:26,Sitting,No,-,0,Bathroom,No,No,
D2906,1/15/2025 13:40,Sitting,No,-,0,Living Room,No,No,
D2907,1/15/2025 17:45,Sitting,No,-,0,Kitchen,No,No,
D2908,1/16/2025 5:06,Lying,No,-,0,Living Room,No,No,
D2909,1/21/2025 18:32,Sitting,No,-,0,Living Room,No,No,
D2910,1/5/2025 11:08,Walking,No,-,0,Kitchen,No,No,
D2911,1/1/2025 2:16,Sitting,No,-,0,Bathroom,No,No,
D2912,1/2/2025 13:17,Walking,No,-,0,Bedroom,No,No,
D2913,1/16/2025 4:15,Sitting,No,-,0,Living Room,No,No,
D2914,1/9/2025 19:00,Sitting,No,-,0,Bathroom,No,No,
D2915,1/29/2025 12:18,Sitting,No,-,0,Bathroom,No,No,
D2916,1/1/2025 20:25,Lying,No,-,0,Kitchen,No,No,
D2917,1/11/2025 3:09,Sitting,No,-,0,Living Room,No,No,
D2918,1/27/2025 4:25,Walking,No,-,0,Living Room,No,No,
D2919,1/7/2025 17:04,Sitting,No,-,0,Bathroom,No,No,
D2920,1/6/2025 6:21,Sitting,No,-,0,Bedroom,No,No,
D2921,1/28/2025 6:01,Sitting,No,-,0,Living Room,No,No,
D2922,1/21/2025 23:08,Sitting,No,-,0,Kitchen,No,No,
D2923,1/19/2025 16:46,No Movement,No,-,0,Bedroom,No,No,
D2924,1/9/2025 13:35,Lying,No,-,0,Living Room,No,No,
D2925,1/9/2025 21:47,No Movement,No,-,0,Bathroom,No,No,
D2926,1/17/2025 0:14,Lying,No,-,0,Living Room,No,No,
D2927,1/8/2025 11:37,Walking,No,-,0,Bathroom,No,No,
D2928,1/26/2025 15:15,No Movement,No,-,0,Bedroom,No,No,
D2929,1/29/2025 22:08,Lying,No,-,0,Bedroom,No,No,
D2930,1/12/2025 15:35,Walking,No,-,0,Living Room,No,No,
D2931,1/12/2025 4:13,Walking,No,-,0,Kitchen,No,No,
D2932,1/30/2025 22:30,No Movement,No,-,0,Bathroom,No,No,
D2933,1/1/2025 2:45,No Movement,No,-,0,Kitchen,No,No,
D2934,1/10/2025 21:30,Sitting,No,-,0,Kitchen,No,No,
D2935,1/7/2025 20:13,No Movement,No,-,0,Kitchen,No,No,
D2936,1/28/2025 20:12,No Movement,Yes,High,374,Bathroom,Yes,Yes,
D2937,1/21/2025 13:01,Walking,No,-,0,Bathroom,No,No,
D2938,1/10/2025 6:36,Walking,No,-,0,Bedroom,No,No,
D2939,1/6/2025 7:06,Walking,No,-,0,Bedroom,No,No,
D2940,1/13/2025 14:33,Sitting,No,-,0,Kitchen,No,No,
D2941,1/3/2025 0:07,Lying,No,-,0,Kitchen,No,No,
D2942,1/25/2025 11:07,Lying,No,-,0,Bathroom,No,No,
D2943,1/19/2025 9:38,No Movement,No,-,0,Living Room,No,No,
D2944,1/6/2025 8:26,No Movement,No,-,0,Bedroom,No,No,
D2945,1/2/2025 7:50,Walking,No,-,0,Kitchen,No,No,
D2946,1/24/2025 19:19,Sitting,No,-,0,Kitchen,No,No,
D2947,1/14/2025 9:23,Lying,No,-,0,Bedroom,No,No,
D2948,1/22/2025 9:00,Lying,No,-,0,Living Room,No,No,
D2949,1/16/2025 23:31,Walking,No,-,0,Kitchen,No,No,
D2950,1/15/2025 2:50,Walking,No,-,0,Kitchen,No,No,
D2951,1/10/2025 14:01,Lying,No,-,0,Kitchen,No,No,
D2952,1/3/2025 0:11,Sitting,No,-,0,Bedroom,No,No,
D2953,1/17/2025 11:03,No Movement,No,-,0,Kitchen,No,No,
D2954,1/16/2025 1:14,Walking,No,-,0,Kitchen,No,No,
D2955,1/16/2025 2:21,Lying,No,-,0,Bedroom,No,No,
D2956,1/16/2025 12:51,Sitting,No,-,0,Kitchen,No,No,
D2957,1/1/2025 15:02,No Movement,No,-,0,Living Room,No,No,
D2958,1/6/2025 9:04,Lying,No,-,0,Bathroom,No,No,
D2959,1/9/2025 2:20,No Movement,Yes,Medium,539,Kitchen,Yes,Yes,
D2960,1/14/2025 21:19,Sitting,No,-,0,Bedroom,No,No,
D2961,1/27/2025 17:48,Lying,No,-,0,Living Room,No,No,
D2962,1/18/2025 13:47,Sitting,No,-,0,Living Room,No,No,
D2963,1/22/2025 16:36,Lying,No,-,0,Bathroom,No,No,
D2964,1/21/2025 4:14,Walking,No,-,0,Kitchen,No,No,
D2965,1/6/2025 0:02,Lying,No,-,0,Living Room,No,No,
D2966,1/28/2025 19:48,Walking,No,-,0,Living Room,No,No,
D2967,1/8/2025 1:22,No Movement,No,-,0,Bedroom,No,No,
D2968,1/4/2025 18:17,No Movement,No,-,0,Kitchen,No,No,
D2969,1/10/2025 7:43,Walking,No,-,0,Bathroom,No,No,
D2970,1/14/2025 4:49,No Movement,No,-,0,Bathroom,No,No,
D2971,1/17/2025 2:40,Walking,No,-,0,Kitchen,No,No,
D2972,1/29/2025 11:51,Sitting,No,-,0,Bathroom,No,No,
D2973,1/27/2025 4:32,Lying,No,-,0,Bathroom,No,No,
D2974,1/13/2025 8:43,Sitting,No,-,0,Bedroom,No,No,
D2975,1/2/2025 15:19,Sitting,No,-,0,Kitchen,No,No,
D2976,1/10/2025 23:21,Lying,No,-,0,Bedroom,No,No,
D2977,1/8/2025 14:51,Walking,No,-,0,Bathroom,No,No,
D2978,1/26/2025 12:35,Walking,No,-,0,Living Room,No,No,
D2979,1/28/2025 8:40,Lying,No,-,0,Living Room,No,No,
D2980,1/7/2025 4:58,Sitting,No,-,0,Living Room,No,No,
D2981,1/19/2025 5:59,Walking,No,-,0,Living Room,No,No,
D2982,1/18/2025 20:14,No Movement,No,-,0,Bedroom,No,No,
D2983,1/24/2025 2:36,Walking,No,-,0,Living Room,No,No,
D2984,1/28/2025 1:31,Sitting,No,-,0,Bedroom,No,No,
D2985,1/5/2025 23:31,No Movement,No,-,0,Bathroom,No,No,
D2986,1/28/2025 22:30,Sitting,No,-,0,Living Room,No,No,
D2987,1/29/2025 14:43,Lying,No,-,0,Bedroom,No,No,
D2988,1/10/2025 20:41,No Movement,No,-,0,Kitchen,No,No,
D2989,1/5/2025 5:18,Sitting,No,-,0,Bathroom,No,No,
D2990,1/13/2025 23:47,No Movement,No,-,0,Bathroom,No,No,
D2991,1/23/2025 1:14,Walking,No,-,0,Living Room,No,No,
D2992,1/15/2025 2:44,Lying,No,-,0,Kitchen,No,No,
D2993,1/21/2025 7:49,No Movement,No,-,0,Kitchen,No,No,
D2994,1/21/2025 6:24,Lying,No,-,0,Living Room,No,No,
D2995,1/20/2025 17:17,Lying,No,-,0,Bedroom,No,No,
D2996,1/21/2025 17:18,Sitting,No,-,0,Bathroom,No,No,
D2997,1/7/2025 20:38,Walking,No,-,0,Bathroom,No,No,
D2998,1/21/2025 14:22,No Movement,No,-,0,Living Room,No,No,
D2999,1/24/2025 7:58,Walking,No,-,0,Bedroom,No,No,
D3000,1/18/2025 5:57,Walking,No,-,0,Bathroom,No,No,
D3001,1/20/2025 22:05,No Movement,No,-,0,Kitchen,No,No,
D3002,1/11/2025 13:07,No Movement,No,-,0,Bathroom,No,No,
D3003,1/25/2025 18:58,Sitting,No,-,0,Bathroom,No,No,
D3004,1/14/2025 8:53,Walking,No,-,0,Kitchen,No,No,
D3005,1/22/2025 1:48,Lying,No,-,0,Bedroom,No,No,
D3006,1/11/2025 10:19,No Movement,Yes,Medium,236,Living Room,Yes,Yes,
D3007,1/15/2025 12:35,Walking,No,-,0,Bedroom,No,No,
D3008,1/18/2025 8:41,Lying,No,-,0,Living Room,No,No,
D3009,1/12/2025 17:04,Sitting,No,-,0,Bedroom,No,No,
D3010,1/16/2025 1:38,Sitting,No,-,0,Kitchen,No,No,
D3011,1/7/2025 0:44,Lying,No,-,0,Bathroom,No,No,
D3012,1/30/2025 13:37,Lying,No,-,0,Bedroom,No,No,
D3013,1/13/2025 9:09,Walking,No,-,0,Bedroom,No,No,
D3014,1/26/2025 22:35,No Movement,No,-,0,Kitchen,No,No,
D3015,1/25/2025 8:56,Walking,No,-,0,Bathroom,No,No,
D3016,1/15/2025 2:47,No Movement,No,-,0,Living Room,No,No,
D3017,1/26/2025 10:40,Lying,No,-,0,Living Room,No,No,
D3018,1/11/2025 22:43,Sitting,No,-,0,Bathroom,No,No,
D3019,1/4/2025 2:49,No Movement,No,-,0,Kitchen,No,No,
D3020,1/19/2025 22:07,Sitting,No,-,0,Kitchen,No,No,
D3021,1/9/2025 0:44,Lying,No,-,0,Kitchen,No,No,
D3022,1/26/2025 3:12,Sitting,No,-,0,Bedroom,No,No,
D3023,1/19/2025 13:27,Sitting,No,-,0,Bedroom,No,No,
D3024,1/15/2025 10:23,No Movement,No,-,0,Bathroom,No,No,
D3025,1/1/2025 17:10,No Movement,No,-,0,Living Room,No,No,
D3026,1/15/2025 7:51,Lying,No,-,0,Living Room,No,No,
D3027,1/18/2025 21:35,Sitting,No,-,0,Bathroom,No,No,
D3028,1/24/2025 5:49,No Movement,Yes,Low,385,Kitchen,No,No,
D3029,1/3/2025 16:28,No Movement,No,-,0,Bedroom,No,No,
D3030,1/8/2025 15:39,Lying,No,-,0,Kitchen,No,No,
D3031,1/2/2025 18:28,Walking,No,-,0,Bedroom,No,No,
D3032,1/16/2025 13:23,No Movement,No,-,0,Kitchen,No,No,
D3033,1/1/2025 2:25,Walking,No,-,0,Kitchen,No,No,
D3034,1/18/2025 17:42,Walking,No,-,0,Bathroom,No,No,
D3035,1/26/2025 12:40,Lying,No,-,0,Bedroom,No,No,
D3036,1/22/2025 9:46,Walking,No,-,0,Kitchen,No,No,
D3037,1/14/2025 8:58,No Movement,Yes,Low,225,Bathroom,No,No,
D3038,1/16/2025 4:08,Walking,No,-,0,Kitchen,No,No,
D3039,1/4/2025 22:11,No Movement,No,-,0,Living Room,No,No,
D3040,1/9/2025 19:27,Lying,No,-,0,Living Room,No,No,
D3041,1/30/2025 17:05,Walking,No,-,0,Kitchen,No,No,
D3042,1/2/2025 8:29,Walking,No,-,0,Bathroom,No,No,
D3043,1/24/2025 3:10,Sitting,No,-,0,Living Room,No,No,
D3044,1/23/2025 15:32,Walking,No,-,0,Living Room,No,No,
D3045,1/30/2025 16:56,Lying,No,-,0,Bedroom,No,No,
D3046,1/27/2025 19:20,No Movement,No,-,0,Bathroom,No,No,
D3047,1/12/2025 21:34,No Movement,Yes,High,67,Living Room,Yes,Yes,
D3048,1/23/2025 21:59,No Movement,No,-,0,Bedroom,No,No,
D3049,1/19/2025 18:41,Walking,No,-,0,Kitchen,No,No,
D3050,1/27/2025 21:00,No Movement,No,-,0,Living Room,No,No,
D3051,1/28/2025 22:28,No Movement,No,-,0,Bathroom,No,No,
D3052,1/1/2025 4:00,Sitting,No,-,0,Kitchen,No,No,
D3053,1/18/2025 6:37,No Movement,No,-,0,Kitchen,No,No,
D3054,1/29/2025 22:22,No Movement,No,-,0,Bathroom,No,No,
D3055,1/13/2025 11:09,Sitting,No,-,0,Kitchen,No,No,
D3056,1/29/2025 12:07,Sitting,No,-,0,Bathroom,No,No,
D3057,1/18/2025 10:12,Lying,No,-,0,Bathroom,No,No,
D3058,1/10/2025 14:54,Lying,No,-,0,Bathroom,No,No,
D3059,1/7/2025 10:15,Sitting,No,-,0,Bathroom,No,No,
D3060,1/1/2025 4:23,Lying,No,-,0,Bathroom,No,No,
D3061,1/14/2025 14:48,No Movement,Yes,High,244,Living Room,Yes,Yes,
D3062,1/13/2025 10:33,Walking,No,-,0,Kitchen,No,No,
D3063,1/6/2025 10:46,Lying,No,-,0,Living Room,No,No,
D3064,1/22/2025 13:03,No Movement,No,-,0,Bedroom,No,No,
D3065,1/27/2025 9:34,Lying,No,-,0,Bathroom,No,No,
D3066,1/13/2025 12:07,No Movement,No,-,0,Kitchen,No,No,
D3067,1/15/2025 19:45,Sitting,No,-,0,Bathroom,No,No,
D3068,1/4/2025 14:37,Walking,No,-,0,Living Room,No,No,
D3069,1/23/2025 21:13,Sitting,No,-,0,Bedroom,No,No,
D3070,1/2/2025 0:45,Sitting,No,-,0,Living Room,No,No,
D3071,1/15/2025 8:49,Lying,No,-,0,Kitchen,No,No,
D3072,1/1/2025 20:32,Lying,No,-,0,Bedroom,No,No,
D3073,1/30/2025 17:03,Walking,No,-,0,Living Room,No,No,
D3074,1/3/2025 6:02,Walking,No,-,0,Bedroom,No,No,
D3075,1/18/2025 4:02,Lying,No,-,0,Bedroom,No,No,
D3076,1/23/2025 2:02,Lying,No,-,0,Bedroom,No,No,
D3077,1/24/2025 0:33,Lying,No,-,0,Kitchen,No,No,
D3078,1/4/2025 7:02,Walking,No,-,0,Kitchen,No,No,
D3079,1/20/2025 6:15,Walking,No,-,0,Bathroom,No,No,
D3080,1/2/2025 17:34,Walking,No,-,0,Living Room,No,No,
D3081,1/25/2025 18:00,Walking,No,-,0,Bedroom,No,No,
D3082,1/16/2025 19:57,Sitting,No,-,0,Kitchen,No,No,
D3083,1/13/2025 13:18,Sitting,No,-,0,Bedroom,No,No,
D3084,1/25/2025 5:52,Sitting,No,-,0,Living Room,No,No,
D3085,1/27/2025 9:48,Walking,No,-,0,Kitchen,No,No,
D3086,1/17/2025 20:36,Lying,No,-,0,Kitchen,No,No,
D3087,1/5/2025 12:12,Walking,No,-,0,Bedroom,No,No,
D3088,1/12/2025 6:50,Lying,No,-,0,Bedroom,No,No,
D3089,1/3/2025 23:04,No Movement,No,-,0,Kitchen,No,No,
D3090,1/1/2025 20:00,Sitting,No,-,0,Bathroom,No,No,
D3091,1/27/2025 22:57,No Movement,No,-,0,Kitchen,No,No,
D3092,1/27/2025 13:49,Lying,No,-,0,Living Room,No,No,
D3093,1/24/2025 13:05,No Movement,No,-,0,Kitchen,No,No,
D3094,1/2/2025 15:23,No Movement,Yes,Medium,310,Bedroom,Yes,Yes,
D3095,1/25/2025 23:58,No Movement,No,-,0,Bathroom,No,No,
D3096,1/17/2025 20:59,No Movement,No,-,0,Bathroom,No,No,
D3097,1/21/2025 22:42,Lying,No,-,0,Kitchen,No,No,
D3098,1/8/2025 2:57,Lying,No,-,0,Bedroom,No,No,
D3099,1/13/2025 9:35,Walking,No,-,0,Bathroom,No,No,
D3100,1/26/2025 3:38,Sitting,No,-,0,Bathroom,No,No,
D3101,1/14/2025 5:29,Lying,No,-,0,Bedroom,No,No,
D3102,1/23/2025 3:02,Sitting,No,-,0,Bedroom,No,No,
D3103,1/5/2025 11:48,Sitting,No,-,0,Bedroom,No,No,
D3104,1/6/2025 3:34,Walking,No,-,0,Kitchen,No,No,
D3105,1/14/2025 1:47,Lying,No,-,0,Living Room,No,No,
D3106,1/22/2025 14:38,No Movement,No,-,0,Kitchen,No,No,
D3107,1/27/2025 7:28,Sitting,No,-,0,Living Room,No,No,
D3108,1/22/2025 23:07,No Movement,No,-,0,Living Room,No,No,
D3109,1/1/2025 21:36,Sitting,No,-,0,Bathroom,No,No,
D3110,1/4/2025 19:59,Lying,No,-,0,Bedroom,No,No,
D3111,1/30/2025 14:38,Lying,No,-,0,Bathroom,No,No,
D3112,1/5/2025 7:23,Walking,No,-,0,Bathroom,No,No,
D3113,1/21/2025 17:43,Lying,No,-,0,Living Room,No,No,
D3114,1/2/2025 15:31,Lying,No,-,0,Bathroom,No,No,
D3115,1/25/2025 6:02,No Movement,No,-,0,Bathroom,No,No,
D3116,1/26/2025 4:56,No Movement,No,-,0,Kitchen,No,No,
D3117,1/8/2025 12:50,Walking,No,-,0,Living Room,No,No,
D3118,1/23/2025 20:09,Walking,No,-,0,Bedroom,No,No,
D3119,1/26/2025 20:31,Lying,No,-,0,Bathroom,No,No,
D3120,1/5/2025 2:00,Sitting,No,-,0,Bedroom,No,No,
D3121,1/26/2025 20:15,Sitting,No,-,0,Kitchen,No,No,
D3122,1/5/2025 15:53,No Movement,No,-,0,Living Room,No,No,
D3123,1/27/2025 14:09,No Movement,No,-,0,Bathroom,No,No,
D3124,1/26/2025 20:13,Walking,No,-,0,Living Room,No,No,
D3125,1/24/2025 8:01,Lying,No,-,0,Bathroom,No,No,
D3126,1/11/2025 19:54,Lying,No,-,0,Bedroom,No,No,
D3127,1/8/2025 13:15,Walking,No,-,0,Bedroom,No,No,
D3128,1/12/2025 23:57,No Movement,No,-,0,Bedroom,No,No,
D3129,1/6/2025 7:54,Sitting,No,-,0,Living Room,No,No,
